AnnualIncome,CreditScore,LoanAmount,MonthlyDebtPayments,SavingsAccountBalance,CheckingAccountBalance,TotalAssets,TotalLiabilities,RiskScore,LoanApproved
20558,637,14418,642,1507,1082,81152,64754,60.0,0
113883,590,58989,405,4416,921,272012,22882,64.0,0
67349,538,33887,292,5994,1398,113149,13072,49.0,0
25586,530,11415,512,6942,1122,8064,51889,54.0,0
52899,595,14611,329,669,856,93939,5778,43.2,1
25844,511,17494,234,2816,1333,70203,50226,57.0,0
18921,629,47013,305,1169,3212,27923,38038,53.0,0
67465,549,22159,450,4245,1951,9218,10296,60.0,0
122764,583,24013,127,4984,9566,22531,20521,41.6,1
64220,577,15425,610,1661,1115,48833,33818,65.0,0
59916,620,21035,537,2271,696,192368,24432,56.0,0
30315,629,18217,740,15498,702,16200,13549,53.0,0
59445,490,47434,511,4405,908,54709,30930,50.0,0
20027,508,56981,818,5670,1009,10872,31181,55.0,0
29335,612,19189,298,8726,211,66697,32914,59.0,0
63865,495,31793,195,788,1528,56843,54308,58.0,0
18377,549,12332,420,3793,1023,10457,10161,60.0,0
38655,503,17469,251,3784,901,618101,5771,37.6,1
24781,603,34160,236,1781,940,222526,27899,46.0,0
53904,501,27098,206,5624,4911,14814,26182,55.0,0
15000,557,23529,398,586,1111,14981,17991,59.0,0
58097,550,12637,360,12582,734,85920,18280,38.400000000000006,1
71709,537,12776,296,4303,2567,70310,42467,42.400000000000006,1
190155,636,10778,380,1474,400,40730,8421,37.6,1
51515,453,20674,881,1629,1737,149048,11661,51.0,0
23085,589,22729,499,4659,487,120252,39233,52.0,0
115705,619,12697,296,3510,186,271047,10708,31.200000000000003,1
79760,518,16671,357,19075,307,75760,19221,47.0,0
76929,530,11743,700,4898,1127,62304,62406,61.0,0
15000,624,18240,278,3887,768,124864,8232,46.0,0
25472,554,33556,326,2126,1786,86090,70131,72.0,0
24854,472,21519,649,1137,3592,41993,69184,60.0,0
118922,610,19893,374,1644,2228,9535,4545,37.6,1
82757,585,19809,540,1153,20540,216860,38741,36.0,1
82212,551,25852,228,323,2153,23434,52487,48.0,0
19333,549,9366,421,938,6520,62335,13396,58.0,0
58027,542,14604,613,740,974,89297,7522,54.0,0
15704,581,25034,315,1032,2618,15527,17478,54.0,0
29139,578,15781,563,2122,1938,32137,20725,67.0,0
44625,594,13099,406,1072,2507,40521,81110,62.0,0
41538,551,10280,340,1324,474,101698,59032,58.0,0
57073,607,14324,358,15500,1981,111266,81182,55.0,0
30582,567,58370,448,2635,861,180201,20823,49.0,0
48983,424,44817,199,971,3193,62236,40247,59.0,0
57852,550,28992,491,11133,1492,81185,83598,61.0,0
154129,511,13148,585,1600,221,77341,106290,50.400000000000006,1
33277,551,41475,194,23663,1185,24848,7599,51.0,0
15000,528,37665,787,2969,2116,125344,52921,55.0,0
63814,562,17659,604,2931,281,119004,25114,50.0,0
57180,622,35245,234,1677,572,8456,63345,53.0,0
33665,620,18365,439,694,1282,41531,13026,64.0,0
45016,585,18739,356,3498,478,140276,6477,49.0,0
45191,465,12231,571,7128,1679,102442,11195,53.0,0
25231,576,26187,227,2854,697,30204,164861,53.0,0
21799,625,16793,273,9590,475,10065,43614,49.0,0
44191,596,31952,438,835,7116,84242,63812,74.0,0
117275,570,16143,381,5269,2486,81246,13487,36.8,1
43925,654,41020,281,2272,1922,55381,35284,49.0,0
50924,579,23335,304,1452,760,68385,4197,48.0,0
51950,650,8904,352,2245,673,110715,36561,36.0,1
30163,597,21877,321,4334,717,135205,15712,52.0,0
35761,531,13899,200,5091,1217,33760,13791,57.0,0
39746,620,10882,266,18636,10988,267235,22822,51.0,0
82805,503,21545,560,2123,2149,25704,40892,50.0,0
95524,505,13068,538,6133,1679,35702,22202,42.400000000000006,1
75379,594,29461,623,1993,141,234283,1836,54.0,0
41234,667,16796,354,3915,8896,88816,15858,44.0,0
24254,562,14417,268,3269,2597,185473,15847,58.0,0
19919,540,51479,416,15009,1219,42208,23847,57.0,0
50378,590,26258,195,283,2154,130567,11393,50.0,0
31551,627,29544,505,4924,1655,79611,14179,51.0,0
27111,513,27639,352,6442,531,26949,4355,60.0,0
190637,645,24288,265,1531,1012,286146,102674,40.0,1
77701,605,48185,523,6395,13314,44290,15334,49.0,0
62549,565,19943,241,1119,1886,268963,13916,40.0,1
92922,665,80250,294,1311,158,155885,15354,40.0,0
130425,619,14081,551,12776,800,77926,43421,40.0,1
36255,555,15015,264,994,373,59166,35720,58.0,0
60029,608,23828,252,698,3142,106284,29216,49.0,0
76746,613,21391,399,2038,592,105968,37506,47.0,0
161939,570,18219,363,1902,947,25110,9932,40.0,1
48733,602,14202,176,2067,1755,192899,21033,43.2,1
96430,555,25481,480,1870,647,124162,8858,38.400000000000006,1
15000,526,36046,359,2658,1400,24886,15235,66.0,0
164747,601,26356,227,11618,1470,61592,17865,46.400000000000006,1
61660,604,13312,230,1426,5746,19367,22468,54.0,0
73983,567,22766,392,2256,729,76225,24247,49.0,0
20064,486,31751,664,1348,982,5158,3998,58.0,0
15000,565,40756,348,10292,3180,162969,13264,48.0,0
40081,606,19920,415,8070,979,30884,34715,63.0,0
45678,496,33109,466,1401,4081,33488,15139,57.0,0
43276,634,36087,436,1060,986,16893,51430,48.0,0
37199,582,11116,209,4729,17545,31536,27376,40.0,1
38544,536,35162,325,50439,1107,51546,55003,53.0,0
15000,656,26534,399,9383,1790,177998,6535,44.0,0
48464,528,11597,523,6346,545,15055,22589,56.0,0
48758,487,19255,282,5434,807,28307,54150,50.0,0
90369,612,13491,587,383,1985,15742,3865,36.8,1
34035,540,22111,551,1043,2559,11067,2284,55.0,0
41777,621,11757,965,1658,328,38228,60251,61.0,0
45080,550,32526,337,4401,706,106353,24517,50.0,0
69563,537,8580,230,7351,1337,63522,26629,58.0,0
100342,519,19970,766,3149,167,123190,16038,35.2,1
52283,495,14532,289,4188,2996,143152,24744,38.400000000000006,1
55722,556,10393,212,5690,432,119858,8154,56.0,0
60377,617,11495,516,8761,1024,35239,15522,38.400000000000006,1
36118,585,32699,272,520,1093,361480,120405,48.0,0
15000,541,23508,204,15226,2199,456637,38697,47.0,0
60967,453,28309,513,3137,1493,81142,35746,54.0,0
29619,605,31047,269,2953,868,35448,4743,60.0,0
97849,658,15342,478,3332,267,364514,2050,29.6,1
24672,521,30724,586,3745,2098,64433,12091,52.0,0
31409,569,13824,197,13990,1838,121178,77653,41.6,1
24542,596,66290,283,4556,10084,23742,26612,54.0,0
54539,575,16963,311,12300,440,138126,3995,48.0,0
45187,587,17089,442,5091,513,55663,12443,55.0,0
62428,616,24977,712,6130,942,132854,34920,52.0,0
15000,586,31969,391,10475,336,134449,27113,54.0,0
171174,578,19067,619,5991,1010,183444,14580,35.2,1
32995,593,10117,212,4132,341,272835,25323,37.6,1
72115,592,41076,611,1836,1089,62481,47133,53.0,0
85260,646,29767,369,11933,390,94529,13130,58.0,0
79947,581,13856,228,4638,2329,58143,7896,51.2,1
32648,621,30776,203,3237,111,36965,13601,47.0,0
42398,523,27307,347,10382,2279,53679,42881,58.0,0
69634,536,38198,589,1274,2742,122780,31825,49.0,0
51764,614,14761,298,7736,665,11459,14490,47.0,0
33664,581,22303,520,1054,5726,34987,73011,51.0,0
86002,630,13940,487,1794,348,25857,27979,62.0,0
215634,637,39903,396,6574,689,34996,6454,45.6,1
31084,586,19901,282,1524,1040,43015,46731,59.0,0
77895,581,47522,520,984,1445,115590,16292,54.0,0
60208,643,30048,204,7132,932,11983,2400,58.0,0
52719,658,36494,1120,2836,1487,117844,59343,45.0,0
89529,590,18232,417,1532,687,88859,27004,53.0,0
64738,525,20872,895,2944,3793,71961,30893,52.0,0
35506,525,45862,931,6958,631,252802,15337,48.0,0
91666,444,16633,208,1111,442,38601,21910,58.0,0
46576,585,43592,826,3016,1794,71526,107600,58.0,0
94715,576,14995,262,12395,301,91729,10628,40.0,1
51405,604,23294,641,3976,2451,94707,15123,44.0,0
56960,629,18132,211,20179,1808,226034,27910,40.0,1
61993,615,46479,591,4725,377,69981,44026,47.0,0
58728,611,32731,447,387,1188,168021,11953,51.0,0
29446,594,18397,371,422,1673,31047,9301,62.0,0
82121,654,15683,204,1868,247,11535,14537,39.2,1
122346,527,31851,423,4179,876,34131,20672,37.6,1
61534,455,18510,273,12716,1191,81852,6068,51.0,0
15000,564,37657,371,10101,730,13244,7576,53.0,0
26437,651,9983,1084,7229,522,112520,144390,53.0,0
39644,546,27197,365,10904,10958,94457,28090,52.0,0
36468,633,28594,309,1278,721,27147,21118,55.0,0
112560,645,21706,513,1518,177,107368,123892,39.2,1
37912,587,26672,352,4929,228,77263,166105,60.0,0
64199,518,23712,371,1010,490,210557,9818,54.0,0
161172,547,15760,326,8447,174,187834,3954,36.0,1
37502,530,13518,319,3947,707,22461,18114,60.0,0
27811,579,13870,438,1435,1816,117381,79116,57.0,0
53210,573,31633,292,3839,1526,19093,8648,55.0,0
41115,562,18001,427,7492,995,62027,4483,52.0,0
47138,588,23736,283,2201,2569,26974,60821,56.0,0
93800,571,10849,530,3028,632,26755,10713,44.8,1
18081,496,22143,212,1073,190,65378,15553,52.0,0
81695,590,16876,246,6790,1378,99549,22963,38.400000000000006,1
31566,604,52958,806,2614,4077,46476,70762,52.0,0
115222,557,17786,221,1803,4501,102863,6286,37.6,1
21018,664,9862,595,1472,607,51706,14654,47.0,0
225337,550,16381,459,1903,7439,174380,127825,40.0,1
42513,598,25924,425,1528,4553,69782,30565,52.0,0
22068,605,17081,739,2640,52,53055,50874,52.0,0
72143,511,24729,231,51169,1230,77293,12092,52.0,0
71649,525,35507,927,8609,2319,347388,20097,51.0,0
59956,585,32666,271,1139,173,82856,29183,58.0,0
77350,449,58767,710,510,5523,157104,5616,45.0,0
67592,660,12108,377,4559,1036,62582,21890,40.8,1
44348,568,28602,1418,8686,308,34563,72748,55.0,0
24600,577,39644,400,2842,8311,88390,11584,50.0,0
42202,489,49450,308,1487,8922,18427,8791,63.0,0
46134,579,26188,415,2161,1175,39105,15255,53.0,0
45778,557,15035,592,3021,1764,57688,3737,57.0,0
51933,569,16799,317,5562,216,87933,38146,56.0,0
145185,633,38002,286,2001,3992,58244,16238,36.0,1
37730,641,8993,418,1318,115,131639,1038,36.8,1
36163,589,16250,456,5006,2230,8947,18438,58.0,0
35627,547,22499,316,6644,120,30063,5149,61.0,0
22504,557,40809,668,23347,587,81780,10304,60.0,0
216239,515,14758,728,2145,1043,50971,37431,39.2,1
24718,506,30098,406,885,112,110470,13071,57.0,0
69507,588,38727,291,6096,1433,21954,25937,59.0,0
188730,684,20768,478,2159,1268,157943,11037,29.6,1
21505,579,45984,562,2067,1210,122702,22391,54.0,0
69902,589,17278,1431,4618,598,11733,18333,53.0,0
15000,485,14961,382,3210,70,122179,11227,55.0,0
30453,579,13744,275,5830,154,87769,89494,50.0,0
75455,660,29741,306,1028,349,32939,23946,39.2,1
39561,610,24808,333,7456,849,118909,40510,46.0,0
91491,546,32421,231,3451,1985,387286,14407,33.6,1
52976,527,36931,467,10288,1332,40528,46463,57.0,0
78310,466,45631,449,3628,990,8684,28958,53.0,0
30117,616,12622,394,1867,21035,77380,21863,50.0,0
25132,466,15192,342,3187,1607,56442,25692,56.0,0
16965,568,20493,262,3521,216,166122,33043,51.0,0
15808,509,61348,274,2269,7231,17360,29850,59.0,0
33566,598,38556,376,1149,2805,200870,22645,63.0,0
112870,652,45303,497,4182,2595,31091,14824,46.0,0
50146,524,15139,539,1104,6524,69190,9576,55.0,0
27348,614,17587,1259,337,2737,14581,35793,60.0,0
35126,599,27119,613,2732,2765,27159,20411,55.0,0
61224,633,17558,421,754,1201,67734,51826,51.0,0
300000,580,16670,227,8815,583,39017,24593,42.400000000000006,1
50456,590,13737,244,6029,503,6532,95422,50.0,0
68308,593,27119,291,8360,1242,63885,416419,52.0,0
20750,492,31316,301,2054,429,238290,2190,57.0,0
59669,562,8754,389,5006,436,22673,18005,57.0,0
147452,685,35987,328,19197,100,35662,5575,38.400000000000006,1
46506,583,13325,1199,400,6207,49431,18502,60.0,0
61351,537,20747,212,9856,117,208729,19157,45.0,0
62913,568,15858,812,1903,199,201338,33556,48.8,1
59916,620,25257,211,4180,5831,23005,272833,48.0,0
104616,599,30338,484,2295,862,23699,15969,54.0,0
31706,637,54826,228,921,810,56790,12968,51.0,0
35012,653,11013,169,2427,1691,102661,11288,35.2,1
46453,452,21162,372,8533,1612,37388,26211,62.0,0
37818,469,16854,443,3123,789,137258,19290,51.0,0
15000,613,20065,312,5587,328,17707,78159,51.0,0
22833,561,49772,357,5963,89,88405,21977,53.0,0
15000,586,23514,360,1167,1561,86903,40659,54.0,0
31672,412,27265,391,10893,588,17511,31527,63.0,0
61560,572,22801,219,1407,870,19891,30130,50.0,0
45751,579,9411,1001,1887,495,55060,61330,55.0,0
59608,618,9708,225,6129,2237,44883,34544,40.8,1
38178,600,16370,643,4722,1394,234878,1195,50.0,0
75522,558,54451,683,1300,309,27784,12650,49.0,0
265452,633,26241,399,12380,423,62228,8451,36.8,1
36754,577,63994,550,3140,4340,87172,37573,54.0,0
47760,580,49265,352,10006,9083,135956,14595,51.0,0
39284,590,41126,296,7937,1331,41544,40695,61.0,0
15162,549,28612,459,1919,2668,37368,16416,67.0,0
54635,609,11148,647,2142,257,61930,43425,54.0,0
83971,560,11291,247,5262,3642,326876,26451,45.6,1
190585,541,34273,810,18627,543,50064,3216,40.8,1
41563,621,12621,228,4886,995,108884,33454,52.0,0
32679,581,13158,934,754,5040,35406,38433,56.0,0
91539,606,16273,924,3286,402,25817,9005,52.0,0
120320,615,16826,140,1759,1093,74609,16317,69.0,0
26742,570,34620,805,11979,3602,153944,39304,54.0,0
77991,487,18160,602,8030,1993,84618,83273,63.0,0
121087,545,15085,342,14987,152,36614,46216,39.2,1
43682,571,26195,334,1772,4301,323378,61780,53.0,0
22275,493,6237,352,1921,1956,77922,14028,53.0,0
81487,623,56045,536,3013,343,208009,17853,50.0,0
23027,593,50694,568,3241,1328,233117,139102,60.0,0
90137,604,14379,338,741,435,34103,25135,44.0,1
183265,605,23394,331,2377,1396,78245,29574,36.0,1
45084,599,62081,639,599,1013,53742,28602,58.0,0
135776,614,17154,993,2022,1299,15418,9943,40.8,1
74685,587,15462,473,8020,1409,59544,44762,53.0,0
90069,382,11009,420,451,1579,125063,10457,39.2,1
26240,588,29020,328,18104,1251,165271,35647,50.0,0
66897,594,49136,427,2469,432,138708,14505,61.0,0
51979,615,24929,736,3739,2197,32232,29308,53.0,0
26358,510,36263,460,1316,1195,49946,61617,57.0,0
31117,563,26458,289,1026,169,73406,24099,59.0,0
59364,593,21687,519,9324,1690,74460,82008,50.0,0
20890,574,18682,428,1765,2015,328791,16345,56.0,0
26785,626,44529,970,1647,1479,20214,7353,54.0,0
19061,611,15811,212,2878,2133,67019,5746,46.0,0
23382,508,11937,798,2899,717,88377,17725,59.0,0
54595,581,8504,115,30712,243,67834,73982,49.0,0
27732,585,35516,398,7240,2289,212223,26378,50.0,0
110155,566,18367,262,1574,286,52720,22610,39.2,1
21363,595,26828,287,7100,2446,220419,9816,49.0,0
69540,650,8860,866,5813,728,185916,18171,40.0,1
33274,539,16580,647,1623,571,75351,37285,55.0,0
63516,607,49566,368,1158,2555,31322,9948,54.0,0
64130,475,27097,334,12131,2469,95301,5754,52.0,0
15000,597,11184,543,689,1065,10977,43556,53.0,0
15574,626,12018,354,28226,599,65098,55514,57.0,0
36688,580,28781,716,748,8152,64948,45965,57.0,0
36388,586,10669,411,1615,287,15725,6576,62.0,0
17048,597,30941,246,7347,459,23067,4749,52.0,0
143405,595,21467,166,8920,946,17669,84672,56.0,0
20071,609,9627,323,6227,536,52420,20636,62.0,0
40908,618,12974,454,2421,220,124016,23554,63.0,0
95101,576,28016,382,7015,2452,123018,49601,46.400000000000006,1
32941,532,14024,413,6135,152,17939,4517,51.0,0
33764,517,35964,220,3880,393,28936,2409,60.0,0
47974,554,45675,543,14714,2486,17200,14373,58.0,0
23645,582,19856,495,2238,1790,259089,14417,51.0,0
67131,540,25472,741,8462,560,201304,14257,50.0,0
55689,548,22056,375,14138,4930,201231,16448,47.0,0
75629,581,20501,477,900,94,58353,151038,49.0,0
86672,584,13934,661,2962,842,142701,15482,43.2,1
43310,566,38009,820,1318,2107,33745,10308,57.0,0
31354,588,12736,616,2473,5099,26023,4050,78.0,0
41520,580,27912,948,3533,7112,39327,22699,55.0,0
15000,553,14169,477,3735,84,9227,35356,61.0,0
57717,655,13504,351,9359,1221,46514,99835,54.0,0
37470,587,10146,480,5190,721,26039,25087,50.0,0
52635,558,40368,478,4676,1600,114527,6101,59.0,0
26365,620,12641,427,3245,384,429630,53751,44.0,1
87943,534,28132,236,83363,134,83497,126755,42.400000000000006,1
42347,441,24573,251,1716,3579,14547,494846,51.0,0
66057,519,34363,637,2943,1772,88028,13923,54.0,0
53054,690,13040,691,7081,1349,14586,3713,56.0,0
63648,625,17021,292,1347,390,36980,47090,37.6,1
16564,466,13457,298,1746,150,234754,3743,51.0,0
15000,594,15430,470,3440,2779,131037,43164,52.0,0
53794,581,72176,416,312,478,1433358,33854,43.2,1
43809,520,16440,216,12381,2304,95393,42317,58.0,0
41621,523,10977,312,1856,307,74365,55539,55.0,0
45060,473,13740,427,1624,167,175881,109165,53.0,0
33190,491,24345,350,3468,2495,123232,47503,53.0,0
74800,560,92683,325,2615,1349,65678,138407,57.0,0
129767,528,38812,882,6207,1097,241520,9815,34.4,1
300000,621,49391,338,2688,286,95007,11077,35.2,1
75073,506,16774,310,11710,327,58718,54262,49.0,0
15000,581,10315,660,6520,951,291192,21023,55.0,0
79171,612,41074,462,2678,6048,28240,70052,47.0,0
112054,614,12312,483,3638,8371,13234,18239,40.8,1
57002,615,17235,710,2246,167,74386,99885,50.0,0
57709,555,10346,85,889,427,38068,40320,49.0,0
58442,549,26667,311,830,4009,15298,12800,60.0,0
47980,525,18552,325,3831,621,400509,43699,49.0,0
57450,614,17014,693,3295,2117,47102,11279,52.0,0
36782,589,14960,155,4648,3051,158052,42576,53.0,0
15407,468,25459,406,893,1761,62224,19353,55.0,0
16158,583,33277,631,14834,198,15032,111941,52.0,0
69618,568,33564,243,3445,1645,81263,81296,56.0,0
24126,613,39784,483,5874,1332,24792,51943,49.0,0
16446,589,24990,272,1006,146,18380,27537,54.0,0
18622,599,41671,198,1895,1233,232598,23834,49.0,0
32497,543,27018,1110,431,5137,16379,59239,54.0,0
98354,560,21960,279,1725,3145,57096,85803,43.2,1
47701,632,26692,306,803,754,81464,24848,53.0,0
15948,580,13737,419,29779,1484,59273,54561,60.0,0
100318,553,12219,333,13531,1370,21880,7603,54.0,0
48910,542,34270,275,7397,536,83612,136406,51.0,0
39582,537,16019,204,16028,2093,177073,52299,50.0,0
90167,673,35056,606,520,1061,122540,26881,49.0,0
51070,624,10670,650,3399,1146,114154,15272,53.0,0
34870,651,16883,234,1132,2663,104722,73695,55.0,0
34301,574,18615,410,774,1383,37830,8571,56.0,0
29364,572,12570,437,2648,2906,9492,4379,58.0,0
40032,630,16019,440,25209,2057,76538,6112,49.0,0
89058,611,53561,545,2513,579,19773,46767,59.0,0
68899,560,15486,352,1599,1182,25949,84859,46.400000000000006,1
44406,631,29298,336,8928,794,55760,16044,49.0,0
48298,573,18762,614,12745,605,75735,14777,53.0,0
21027,402,38993,569,15767,6174,128246,5031,48.0,0
75881,628,16699,469,11356,1699,140447,34389,34.4,1
24674,628,43101,391,717,336,92410,15420,60.0,0
62372,527,33056,2028,2651,319,89666,11426,51.0,0
54934,516,21509,448,11544,209,90085,5896,54.0,0
46163,520,30499,203,7476,3920,70392,33677,54.0,0
61131,588,21749,635,1895,245,184119,22598,50.0,0
36665,467,26882,353,1968,211,25206,40820,53.0,0
48561,612,15607,1056,18374,616,143205,23328,50.0,0
53637,522,18312,284,1467,507,25789,68001,59.0,0
104708,634,30546,378,11396,420,23113,40321,50.0,0
71894,610,27809,590,3711,1960,189634,34948,34.4,1
101198,602,37796,1284,3353,1857,277136,13337,55.0,0
71477,654,15132,803,683,878,34080,21491,41.6,1
56075,598,21837,487,908,4517,241975,88714,36.0,1
67682,493,7398,513,5354,1095,48596,33456,41.6,1
53703,438,12900,327,1662,1934,32777,5841,62.0,0
36206,606,14009,225,4620,901,27681,118967,57.0,0
17629,588,10013,409,4810,924,28853,68901,51.0,0
38966,608,17515,471,5558,126,685672,48473,35.2,1
32023,489,37239,291,1986,524,628775,32387,57.0,0
52938,551,26777,206,786,481,199217,6196,52.0,0
61546,609,49488,198,8302,384,20396,36419,56.0,0
29314,579,40366,155,2192,431,42055,84833,67.0,0
42533,631,23842,215,2479,1443,14354,30320,50.0,0
39865,619,25770,614,845,187,48129,2455,65.0,0
25916,602,40338,415,18381,169,50302,17880,55.0,0
97877,555,20617,625,2879,966,141367,53433,51.0,0
50821,592,34589,205,1959,546,2505,6436,52.0,0
22715,557,27521,832,1307,634,41276,22206,56.0,0
21842,594,25201,387,11950,488,42506,55919,58.0,0
63077,535,17340,288,1619,13421,56966,7671,41.6,1
68802,564,14723,307,7861,877,113406,8931,40.0,1
25329,588,22207,677,3114,1544,44821,53371,53.0,0
46924,497,26003,517,1465,1441,230001,34502,50.0,0
33843,577,31419,308,1902,1012,63802,46654,52.0,0
38777,567,12643,518,1368,1449,187403,33944,50.0,0
92819,606,35653,717,3648,184,149850,8633,33.6,1
49359,585,28966,504,7066,287,79572,58654,65.0,0
31165,575,18882,293,6634,804,21273,58840,59.0,0
137692,609,28553,467,7003,1721,78536,9095,34.4,1
59023,490,14839,467,3261,64,363612,45018,36.8,1
36673,606,13121,315,2428,820,84749,30737,49.0,0
30879,573,51328,567,6237,574,53810,24788,50.0,0
27982,576,7164,246,4852,762,387770,31071,36.8,1
44828,536,35836,449,483,1817,117777,31465,60.0,0
79266,643,22871,465,8556,2308,285353,10363,35.2,1
36723,529,12268,531,6662,1493,250255,52487,54.0,0
39966,577,16790,394,663,318,90209,79472,52.0,0
77214,587,46955,599,4867,730,87344,4242,53.0,0
25643,655,24039,323,3933,243,35109,30265,53.0,0
43750,560,21716,250,2022,421,53547,24284,56.0,0
46116,566,21325,607,3219,107,19530,85396,50.0,0
49440,562,19157,790,5896,7520,295408,42761,54.0,0
73801,639,20643,276,3120,2193,231727,82919,38.400000000000006,1
32204,467,16675,777,8529,7808,38806,34087,63.0,0
147889,518,18560,498,5803,2384,24670,37008,42.400000000000006,1
18481,556,41572,789,9055,1511,64536,10233,55.0,0
35628,567,21857,269,4779,731,37189,5627,57.0,0
79137,611,10217,648,4634,222,86389,54952,36.8,1
26992,586,22432,256,100019,1595,101614,4889,52.0,0
46277,544,12367,273,3976,1003,27085,14433,54.0,0
40544,591,26017,420,3157,1460,312076,7839,48.0,0
43410,588,29187,1034,3834,2108,72400,104141,50.0,0
26781,641,9239,552,9003,1127,24426,38945,51.0,0
109920,551,32063,371,7108,816,64342,9454,40.0,1
89809,531,13302,143,2908,1234,23758,42754,39.2,1
72704,484,25632,466,7214,266,7480,6300,54.0,0
33803,532,38686,522,8876,4058,52678,14198,60.0,0
56813,575,20722,551,1465,157,53936,30681,40.0,1
146944,588,19380,505,1041,1111,93858,19425,48.0,1
52992,606,34341,764,2459,1323,236485,9700,43.0,0
22602,593,18745,468,4266,2987,7253,55642,58.0,0
22566,537,35784,154,19275,855,38888,13329,55.0,0
25564,509,14608,547,6343,1645,189301,11550,55.0,0
127825,578,21610,290,1787,1276,32027,34960,39.2,1
96751,535,16081,251,5252,827,15569,30653,53.0,0
18358,604,20825,950,4520,2388,43607,39780,51.0,0
157764,642,21441,467,710,725,27175,10313,41.6,1
82281,624,97756,269,11868,698,38273,12955,45.0,0
63203,642,45178,369,1400,433,46514,20986,56.0,0
138426,581,28257,316,2305,201,113785,12979,39.2,1
54594,637,15989,1387,2020,435,51425,52195,52.0,0
106613,567,19961,212,5988,335,16391,3210,52.0,0
15000,634,35249,488,1880,952,42213,7556,51.0,0
26562,570,17475,368,2690,512,102756,50422,52.0,0
69643,563,10293,188,3270,4032,178354,22891,47.0,0
141962,610,29143,138,4393,2361,124671,13264,38.400000000000006,1
23820,514,21948,231,977,1274,15201,18265,76.0,0
48958,663,19396,923,3866,757,353392,6754,33.6,1
74278,656,32542,328,2680,2761,79898,84746,52.0,0
25786,559,18907,396,2088,336,205595,87002,59.0,0
42911,550,21669,312,880,2465,123738,38710,48.0,0
121172,580,25977,586,26531,824,106871,138606,44.0,1
27846,579,24444,274,1346,6224,45439,15350,53.0,0
54163,648,11290,314,3778,1100,32377,84502,44.0,1
51561,612,24926,628,454,525,109968,77770,55.0,0
50048,504,21849,797,6516,15828,269044,13474,49.0,0
27639,584,22541,261,10954,1258,22119,27629,60.0,0
37532,601,50157,366,631,1007,429270,8858,42.0,0
39733,520,10834,303,5184,2691,183618,49265,46.0,0
55566,520,30876,271,2111,850,70292,12567,54.0,0
24000,572,36826,455,9290,1470,63139,21629,56.0,0
95858,475,61656,540,1039,904,71456,21685,54.0,0
74248,594,42078,178,7301,2296,131548,26993,69.0,0
79550,535,15594,940,1264,2696,243024,14378,39.2,1
37728,606,21869,1754,1039,1940,139698,260568,56.0,0
21510,548,43333,626,7968,606,361272,10131,47.0,0
28773,555,70732,100,703,203,46510,13850,57.0,0
74370,589,10488,287,360,217,79300,114760,58.0,0
40489,639,23235,818,11551,1212,538083,2744,47.0,0
15000,554,79993,282,1329,2862,215466,9686,53.0,0
44623,545,65816,856,5686,1583,40159,13925,53.0,0
43162,626,7244,156,1179,1674,165459,48838,43.2,1
45063,598,41599,555,653,3371,78800,12614,56.0,0
18268,450,66610,240,3056,361,41400,32661,59.0,0
15000,535,31808,355,8316,1962,69554,52113,56.0,0
42222,505,30552,330,11311,713,60544,35313,52.0,0
20610,587,49772,413,3934,612,119891,139203,53.0,0
29173,582,19608,380,1165,645,70369,10842,61.0,0
78675,483,17005,299,3397,3464,276158,33991,36.0,1
20657,558,11384,310,12343,423,42335,25569,57.0,0
24200,593,33577,335,552,2022,287263,36516,53.0,0
40427,555,30373,291,1073,1751,89848,86427,66.0,0
33581,661,11217,385,2628,500,9614,11887,42.400000000000006,1
45197,631,52646,298,2483,1307,29357,2899,54.0,0
81710,517,22197,258,96,2227,19164,142690,53.0,0
38501,602,41423,334,912,1056,199577,36330,48.0,0
48951,595,19136,151,2109,683,62285,22637,52.0,0
15000,543,13228,145,2932,1026,46506,14457,63.0,0
31561,495,11167,435,4016,1144,49256,11355,52.0,0
112739,609,36666,308,4445,2984,28031,38779,50.0,0
64690,665,51061,861,3271,1997,29326,17414,51.0,0
45161,558,7683,167,158,595,281607,7299,40.8,1
48242,503,13767,533,1608,1009,21802,8032,50.0,0
135091,654,35245,238,3970,2505,43212,63892,35.2,1
104154,614,36636,406,365,1246,49497,40433,51.0,0
20645,597,20795,1024,4177,1322,15954,19746,53.0,0
121138,624,20913,330,5479,1266,838214,77123,33.6,1
93577,488,26414,725,6662,6899,55595,35620,52.0,0
15000,571,14161,115,1592,1953,116537,59439,57.0,0
70031,625,37995,713,874,1394,8634,46079,52.0,0
59876,555,13594,261,9767,322,165348,23250,53.0,0
15000,581,25384,306,2003,338,66286,22865,60.0,0
26983,589,8165,444,3904,1307,111010,15817,58.0,0
43251,550,23218,293,10158,3035,69947,7094,67.0,0
37982,591,14386,197,4461,713,75963,66534,57.0,0
69183,583,46188,248,851,2604,19191,13145,61.0,0
59721,606,26958,304,1851,146,267071,51016,39.2,1
59320,622,14498,391,2970,1299,23197,7892,39.2,1
49793,601,16690,457,1191,312,15274,18365,56.0,0
205442,558,18293,807,65817,935,92534,40633,38.400000000000006,1
94066,552,19327,502,28908,584,237657,307151,58.0,0
47203,521,31293,774,7044,506,11294,28471,69.0,0
